¤é´Á,´ú¯¸,´ú¶µ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009/1/1,±[­I,AMB_TEMP,12.94,12.54,12.63,12.39,11.95,11.56,11.23,11.46,12.35,13.61,14.66,15.45,15.76,15.74,15.49,14.93,13.97,12.83,11.96,11.25,11,10.9,11.03,11.25
2009/1/1,±[­I,CO,0.41,0.38,0.37,0.4,0.42,0.34,0.28,0.3,0.31,0.29,0.27,0.3,0.29,0.28,0.3,0.27,0.26,0.27,0.29,0.29,0.29,0.29,0.29,0.32
2009/1/1,±[­I,NO,1.84,1.75,1.91,0.84,0.6,0.7,0.67,1.2,2,2.32,2.32,2.49,2.49,2.34,2.89,2.59,1.79,0.99,1.01,0.78,0.78,0.62,0.58,0.4
2009/1/1,±[­I,NO2,11.86,12.17,11.48,12.33,13.27,12.6,10.06,10.23,9.9,9.25,9.06,10.05,10.21,11.77,14.84,13.71,14.73,13.69,14.49,13.9,13.77,12.58,12.49,12.85
2009/1/1,±[­I,NOx,13.69,13.91,13.39,13.17,13.87,13.3,10.73,11.43,11.9,11.56,11.39,12.54,12.7,14.11,17.73,16.3,16.52,14.68,15.5,14.68,14.55,13.19,13.07,13.26
2009/1/1,±[­I,O3,27.6,26.5,27.5,26.1,23.6,23.7,26.8,27.8,29.6,33,37.1,39.8,43,43.2,39.2,37.6,34.7,33,28.1,26,24.5,24.5,23.3,22.3
2009/1/1,±[­I,PH_RAIN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2009/1/1,±[­I,PM10,76,84,73,71,82,86,85,80,86,113,135,145,128,113,122,127,117,88,66,71,74,70,60,56
2009/1/1,±[­I,PM2.5,50,49,42,47,55,58,54,44,42,48,52,47,37,38,41,39,33,29,28,34,35,37,40,41
2009/1/1,±[­I,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2009/1/1,±[­I,RAIN_COND,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2009/1/1,±[­I,RH,69.96,69.06,65.43,65.49,66.01,65.08,63.47,60.61,56.54,51.55,46.8,44.77,43.89,49.22,51.72,52.45,53.34,53.47,57.99,60.04,61.53,62.72,62.08,60.84
