"¤é´Á","´ú¯¸","´ú¶µ","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2011/01/01","Às¼æ","AMB_TEMP","8.7","8.8","8.8","8.6","8.4","8.3","8.3","9.1","10","12","12","13","12","12","12","11","10","9.7","9.5","9.3","9.5","9.8","10","10"
"2011/01/01","Às¼æ","CO",".2",".2",".2",".22",".28",".29",".35",".39",".39",".38",".4",".43",".41",".39",".37",".37",".39",".39",".37",".35",".33",".34",".33",".32"
"2011/01/01","Às¼æ","NO","1.5","1.5","1.2","1.4","1.1","1.3","2.2","3.8","5.6","4","4.6","5.6","5.2","4.8","4","3.6","3.4","3","2.3","2","1.7","1.9","1.1","1.2"
"2011/01/01","Às¼æ","NO2","4.3","5.6","4.6","7.4","7.3","8.8","14","16","12","8.7","9","11","10","10","11","11","15","17","15","12","9.4","9.4","8.5","6.4"
"2011/01/01","Às¼æ","NOx","5.8","7.2","5.9","8.8","8.3","10","16","20","18","13","14","16","16","15","15","15","18","20","17","14","11","11","9.6","7.6"
"2011/01/01","Às¼æ","O3","40","38","38","34","33","29","24","23","27","32","33","32","35","35","35","34","30","27","30","30","31","30","30","32"
"2011/01/01","Às¼æ","PM10","62","60","65","63","61","58","58","60","63","66","71","73","68","67","61","61","55","53","50","48","49","51","53","54"
"2011/01/01","Às¼æ","PM2.5","9","12","11","11","9","17","23","22","21","13","17","19","18","17","16","19","22","17","20","20","19","17","15","19"
"2011/01/01","Às¼æ","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2011/01/01","Às¼æ","RH","55","55","59","62","64","65","64","62","58","53","50","52","52","52","53","56","60","63","63","63","64","62","62","63"
"2011/01/01","Às¼æ","SO2","4.3","3.7","3.8","4.1","4.2","4.1","4.4","4.9","5.2","4.4","3.6","4.1","4.2","3.8","3.6","3.9","4.6","5.4","5.2","4.8","4","4.2","4.1","3.9"
"2011/01/01","Às¼æ","WD_HR","56","52","56","50","46","49","47","45","49","52","50","51","51","52","56","55","53","55","57","57","53","54","53","54"
"2011/01/01","Às¼æ","WIND_DIREC","55","48","56","51","44","50","45","44","55","53","53","51","53","56","59","54","53","58","59","53","53","53","54","56"
"2011/01/01","Às¼æ","WIND_SPEED","5.1","5.1","4.5","4.4","4.8","5.2","4.3","5.9","6.7","7.8","6.8","7.1","6.6","7.8","7.4","7.7","6.3","7","6.6","6","6.8","6","7.1","7.2"
"2011/01/01","Às¼æ","WS_HR","4.9","5","5.1","4.5","4.5","4.5","4.3","4.9","5.9","6.7","6.8","6.8","6.7","6.7","6.6","6.8","6.3","6.5","7","6","6.4","6","6.3","6.9"
"2011/01/02","Às¼æ","AMB_TEMP","10","10","11","11","10","10","11","11","12","14","14","15","15","16","16","15","14","14","13","13","13","13","13","12"
"2011/01/02","Às¼æ","CO",".32",".31",".31",".3",".28",".27",".27",".32",".35",".41",".43",".43",".42",".37",".37",".38",".39",".44",".47",".44",".43",".52",".52",".49"
"2011/01/02","Às¼æ","NO","1.3","1",".8","1.2",".8","1.3","1.4","1.8","2.5","3.4","4.6","4.3","3.7","3.3","3.3","3.3","3.4","3.5","3.9","3.5","2.2","3.4","2.8","2.1"
"2011/01/02","Às¼æ","NO2","5.4","5.8","5.5","4.9","5.5","7.2","6.5","8.9","8.1","9.2","9.5","9.8","9.7","9.2","11","12","15","18","20","20","18","25","26","24"
"2011/01/02","Às¼æ","NOx","6.7","6.7","6.3","6.2","6.3","8.5","7.9","11","11","13","14","14","13","12","14","15","18","22","24","24","20","28","29","26"
"2011/01/02","Às¼æ","O3","33","32","33","34","33","32","35","32","34","34","34","35","36","37","36","33","29","25","22","22","23","16","14","13"
"2011/01/02","Às¼æ","PM10","51","51","55","51","53","42","46","49","53","56","53","57","54","52","50","54","53","55","50","53","45","47","44","43"
"2011/01/02","Às¼æ","PM2.5","21","21","22","23","21","20","11","14","15","21","21","21","22","24","23","19","17","21","22","24","25","30","28","23"
"2011/01/02","Às¼æ","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2011/01/02","Às¼æ","RH","63","64","64","65","66","69","68","67","63","61","59","57","57","56","58","61","65","68","70","70","71","72","76","79"
"2011/01/02","Às¼æ","SO2","3.7","3.4","3","2.7","2.6","2.4","1.9","2.1","2","2.2","2","1.8","1.9","1.9","2.1","2","1.9","1.9","1.9","2","1.6","1.8","2.3","2"
"2011/01/02","Às¼æ","WD_HR","53","48","51","50","46","47","49","47","52","51","54","53","52","51","53","48","53","52","49","46","58","47","45","64"
"2011/01/02","Às¼æ","WIND_DIREC","48","49","50","50","47","49","49","49","57","49","51","53","56","57","53","52","52","56","48","54","57","33","54","57"
"2011/01/02","Às¼æ","WIND_SPEED","5.7","5.4","5.8","5.5","4.2","4.5","4.9","4.9","5.6","6.3","6.7","5.4","5.3","5.7","5.7","5.4","4.9","3.7","3.3","2.8","2.3","1","2","1.4"
"2011/01/02","Às¼æ","WS_HR","5.9","5","5.2","5.4","4.4","4.2","4.9","4.5","5.2","5.8","6.4","5.9","5.2","5.2","5.2","4.8","4.8","4.1","3.5","2.6","2.4","1.1","1.3","1.6"
"2011/01/03","Às¼æ","AMB_TEMP","12","12","12","12","12","12","12","13","13","12","11","11","11","11","12","12","12","12","12","11","11","11","11","11"
"2011/01/03","Às¼æ","CO",".43",".42",".38",".36",".35",".43",".63",".78",".52",".35",".43",".44",".46",".42",".47",".47",".48",".52",".53",".52",".43",".4",".4",".38"
"2011/01/03","Às¼æ","NO","1.5","1.3",".9","1.4","3","7.5","31","26","6.7","3.9","6.2","7.1","7.2","5.6","8.4","14","8.4","7.6","6.8","5.5","3.6","3.7","5.1","2.7"
"2011/01/03","Às¼æ","NO2","19","15","15","11","15","21","24","30","26","17","22","23","22","17","23","28","26","26","25","22","15","15","28","18"
"2011/01/03","Às¼æ","NOx","20","16","16","13","18","29","56","56","33","21","28","30","29","23","31","42","35","34","32","27","19","18","33","20"
"2011/01/03","Às¼æ","O3","17","18","18","18","17","3","2.5","4.3","13","20","16","15","15","21","15","10","13","12","13","16","24","24","11","19"
"2011/01/03","Às¼æ","PM10","40","36","38","37","38","41","37","45","45","44","37","32","35","29","26","24","29","33","34","34","33","33","34","34"
"2011/01/03","Às¼æ","PM2.5","17","15","17","15","14","13","15","23","20","21","17","11","11","7","10","10","12","13","8","12","16","18","14","16"
"2011/01/03","Às¼æ","RAINFALL","NR","NR","NR","NR","NR","NR","NR",".8","1.2","1.2",".8","1.4",".8",".2","NR","NR","NR","NR","NR","NR",".6",".2","NR","NR"
"2011/01/03","Às¼æ","RH","82","83","84","84","84","85","84","85","89","90","91","91","92","92","92","92","92","91","91","92","92","93","93","93"
"2011/01/03","Às¼æ","SO2","1.7","1.7","2.2","1.9","2.3","2","2.6","3.3","3.3","2.7","2.9","3.2","3","2.7","3.8","6.9","4.1","3","3.6","3.2","4","3.7","5.5","7.1"
"2011/01/03","Às¼æ","WD_HR","45","333","72","330","41","290","169","70","53","69","51","46","45","46","50","44","49","48","47","47","45","45","45","45"
"2011/01/03","Às¼æ","WIND_DIREC","349","320","148","341","318","315","190","61","86","47","42","45","45","46","50","44","55","45","50","47","49","44","45","46"
"2011/01/03","Às¼æ","WIND_SPEED",".7","1.2",".6",".8",".5",".4",".5","1.3","4.2","3.4","2.2","3.4","2.3","3.3","3.8","3.8","5.1","5.5","4.7","3.9","4.8","4.3","4.1","3.8"
"2011/01/03","Às¼æ","WS_HR",".7",".7",".3",".8",".2",".2",".4",".4","1.5","1.7","1.9","2.1","2.3","3.1","3.2","3.6","4.3","4.5","4.7","4.1","4.4","4.4","3.9","3.7"
"2011/01/04","Às¼æ","AMB_TEMP","10","10","10","11","11","11","11","11","11","11","12","13","13","13","13","13","13","12","12","12","12","12","13","13"
