¤é´Á,´ú¯¸,´ú¶µ,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009/1/1,©yÄõ,AMB_TEMP,15.69,15.93,15.87,15.53,15.17,14.79,14.41,14.29,14.62,15.23,15.93,16.49,16.27,15.78,15.67,15.8,15.5,15.13,15,15.03,15.01,14.98,15.02,14.98
2009/1/1,©yÄõ,CO,0.41,0.46,0.43,0.34,0.27,0.26,0.27,0.27,0.29,0.29,0.3,0.27,0.25,0.24,0.27,0.28,0.32,0.35,0.35,0.35,0.34,0.36,0.35,0.32
2009/1/1,©yÄõ,NO,1.45,1.39,1.42,0.75,0.45,0.36,0.26,0.33,0.5,1.28,1.74,1.75,1.71,1.28,1.15,1.01,0.9,0.91,0.79,0.72,0.71,0.68,0.56,0.65
2009/1/1,©yÄõ,NO2,8.02,11.72,10.23,7.8,5.81,4.91,5.03,5.17,6.07,6.3,6.81,6.47,6.29,6.28,6.51,6.57,8.14,9.88,10.63,10.09,10.13,10.12,10.63,8.86
2009/1/1,©yÄõ,NOx,9.47,13.11,11.66,8.55,6.26,5.27,5.29,5.5,6.58,7.57,8.55,8.23,8,7.56,7.66,7.58,9.04,10.79,11.42,10.81,10.84,10.79,11.19,9.51
2009/1/1,©yÄõ,O3,29.9,27.7,29.7,32.7,36.2,37.4,36.9,36.6,35,34.9,34.4,36.2,36.9,39.2,40.4,39,35.7,32.4,30.9,29.2,28.5,27.6,27.2,28
2009/1/1,©yÄõ,PM10,78,87,94,83,67,59,59,55,53,56,57,53,50,50,45,43,48,55,56,59,62,60,62,63
2009/1/1,©yÄõ,PM2.5,44,48,49,44,32,27,30,26,21,24,28,29,28,28,30,28,27,29,33,33,30,30,31,33
2009/1/1,©yÄõ,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2009/1/1,©yÄõ,RH,77.62,67.91,63.38,62.2,60.8,59.66,58.23,57.66,56.96,55.95,55.98,54,55.14,54.14,53.33,53.22,55.64,57.29,57.34,58.24,59.38,60.92,60.85,61.2
2009/1/1,©yÄõ,SO2,5.7,9.3,8.4,5.8,4.4,4.6,5,4.6,4.9,5.2,4.8,4.2,3.5,3.4,3.2,3.4,3.4,3.5,3.5,3.4,3.8,4.6,5.3,5
2009/1/1,©yÄõ,UVB,0,0,0,0,0,0,0,0.3,1.2,2.8,4.1,5.7,4.2,3.2,1.8,0.7,0.2,0,0,0,0,0,0,0
2009/1/1,©yÄõ,WD_HR,233.4,48.97,63.64,79.25,88.54,218.84,125.62,112.23,69.72,318.1,140.02,96.4,85.66,104.17,333.14,307.18,302.62,301.53,300.22,308.43,311.75,296.09,295.18,289.12
2009/1/1,©yÄõ,WIND_DIREC,264.79,36.11,67.95,56.39,99.78,307.49,116.71,58.37,87.64,310.82,310.45,78.43,70.93,97.87,309.97,312.39,302.99,299.01,307.64,308.35,316.49,287.8,289.68,284.28
2009/1/1,©yÄõ,WIND_SPEED,0.86,1.46,1.29,1.8,2.41,3.32,3.26,2.44,3.42,2.99,2.96,2.77,2.97,2.91,2.44,2.99,3.28,3.77,2.1,1.1,1.98,1.9,1,1.77
2009/1/1,©yÄõ,WS_HR,0.65,0.3,0.63,0.35,0.43,0.12,0.6,0.56,0.41,0.62,0.18,1.1,0.65,1.03,0.25,2.65,2.76,2.81,2.52,0.93,1.48,1.52,1.2,1.77
2009/1/2,©yÄõ,AMB_TEMP,14.74,14.62,14.57,14.86,15.05,15.12,15.18,14.97,15.52,,17.17#,17.55,18.43,18.18,18.35,18.35,18.11,17.56,17.23,17.18,17.21,17.14,16.73,16.63
2009/1/2,©yÄõ,CO,0.28,0.26,0.24,0.24,0.19,0.18,0.18,0.22,0.25,,.17#,0.22,0.22,0.2,0.2,0.2,0.24,0.33,0.34,0.3,0.31,0.29,0.29,0.23
2009/1/2,©yÄõ,NO,0.37,0.37,0.42,0.64,0.51,0.33,0.25,0.82,1.68,,-.38#,2.46,1.75,1.71,1.65,2.18,0.85,1.1,1.22,1,1.14,1.03,0.87,0.58
2009/1/2,©yÄõ,NO2,7.06,5.28,4.64,4.8,3.91,2.75,3.18,6.09,9.7,,5.6#,7.53,5.04,5.35,5.49,5.39,6.04,10.06,11.22,9.75,11.33,9.95,11.4,7.49
2009/1/2,©yÄõ,NOx,7.42,5.65,5.06,5.44,4.42,3.08,3.43,6.91,11.39,,5.22#,9.99,6.78,7.06,7.14,7.57,6.89,11.17,12.43,10.75,12.46,10.98,12.26,8.07
2009/1/2,©yÄõ,O3,27.3,26.7,26.8,27,30.9,33.6,31.5,24.2,22.9,,4.4#,29.3,30.5,30.1,29.9,30.8,30.1,26.4,20.9,21.7,20.3,20.7,18.6,20.7
2009/1/2,©yÄõ,PM10,58,54,51,48,43,41,37,32,33,,1000*,29,28,24,24,28,31,33,35,34,29,27,26,23
2009/1/2,©yÄõ,PM2.5,35,35,33,27,24,22,21,22,22,,1000*,1000*,11,12,12,10,12,16,18,17,13,13,13,13
2009/1/2,©yÄõ,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,,0#,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2009/1/2,©yÄõ,RH,65.62,66.39,66.58,65.35,64.25,63.59,64.23,66.77,65.1,,55.53#,56.44,55.89,58.29,58.74,58.93,60.24,65.27,67.7,66.08,65.68,65.67,68.85,69.1
2009/1/2,©yÄõ,SO2,4.1,3.2,3.1,2.6,1.8,1.4,1.4,1.8,2,,1.3#,2.2,2,2,2,1.8,1.9,2.1,2.2,2.9,3.1,2.7,3.4,3
2009/1/2,©yÄõ,UVB,0,0,0,0,0,0,0,0,0.8,,1.7#,2.5,2.8,2.4,1.6,0.9,0.1,0,0,0,0,0,0,0
2009/1/2,©yÄõ,WD_HR,251.35,274.56,226.32,285.29,284.79,296.37,272.4,234.42,226.39,,218.27#,282.83,292.63,308.89,311.75,312.48,315.4,295.4,289.11,283.99,291.55,289.36,294.03,267.7
2009/1/2,©yÄõ,WIND_DIREC,296.15,272.18,254.73,284.63,203.8,294.48,195.02,227.81,259.4,,214.44#,286.44,269.04,264.79,306.8,313.37,329.47,301.84,285.02,283.04,288.68,283.6,304.92,284.2
2009/1/2,©yÄõ,WIND_SPEED,0.78,1.06,0.96,1.68,0.77,1.78,1.01,1.24,0.98,,1.36#,1.39,1.07,0.94,1.3,1.15,1.19,2.08,1.78,2.66,1.44,1.61,1.42,1.07
2009/1/2,©yÄõ,WS_HR,0.46,0.6,0.75,1.34,1.1,1.84,0.9,0.61,0.66,,.8#,1.25,0.52,0.98,0.81,1.31,1.06,1.18,1.93,2.37,1.46,1.63,1.03,0.61
